ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,Outlet,OutletType,OutletSales
FDG41,8.84,Regular,0.077,Frozen Foods,110,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1547
FDG41,8.84,Regular,0.077,Frozen Foods,112,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1216
FDG44,6.13,Low Fat,0.103,Fruits and Vegetables,54,OUT018,2009,Medium,Tier 3,Supermarket,Type2,809
FDG44,6.13,Low Fat,0.000,Fruits and Vegetables,56,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2804
FDG44,6.13,Low Fat,0.179,Fruits and Vegetables,56,OUT019,1985,Small,Tier 1,Grocery Store,Type4,162
FDG44,6.13,Low Fat,0.000,Fruits and Vegetables,54,OUT046,1997,Small,Tier 1,Supermarket,Type1,1348
FDG44,6.13,Low Fat,0.102,Fruits and Vegetables,55,OUT049,1999,Medium,Tier 1,Supermarket,Type1,539
FDG44,6.13,Low Fat,0.102,Fruits and Vegetables,54,OUT035,2004,Small,Tier 2,Supermarket,Type1,1025
FDG45,8.1,Low Fat,0.128,Fruits and Vegetables,211,OUT013,1987,High,Tier 3,Supermarket,Type1,3611
FDG45,8.1,Low Fat,0.000,Fruits and Vegetables,212,OUT018,2009,Medium,Tier 3,Supermarket,Type2,3823
FDG45,8.1,Low Fat,0.129,Fruits and Vegetables,214,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,5947
FDG45,8.1,Low Fat,0.128,Fruits and Vegetables,211,OUT035,2004,Small,Tier 2,Supermarket,Type1,6372
FDG45,8.1,Low Fat,0.128,Fruits and Vegetables,210,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,5310
FDG45,8.1,Low Fat,0.214,Fruits and Vegetables,214,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,425
FDG46,8.1,Regular,0.033,Snack Foods,112,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5351
FDG46,8.63,Regular,0.033,Snack Foods,114,OUT013,1987,High,Tier 3,Supermarket,Type1,2732
FDG46,8.63,Regular,0.058,Snack Foods,115,OUT019,1985,Small,Tier 1,Grocery Store,Type4,114
FDG46,8.63,Regular,0.033,Snack Foods,115,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2846
FDG46,8.63,Regular,0.033,Snack Foods,115,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1366
FDG46,8.63,Regular,0.055,Snack Foods,115,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,455
FDG47,12.8,Low Fat,0.070,Starchy Foods,260,OUT046,1997,Small,Tier 1,Supermarket,Type1,8132
FDG47,12.8,Low Fat,0.070,Starchy Foods,263,OUT013,1987,High,Tier 3,Supermarket,Type1,2886
FDG47,12.8,Low Fat,0.070,Starchy Foods,261,OUT018,2009,Medium,Tier 3,Supermarket,Type2,3410
FDG47,12.8,Low Fat,0.070,Starchy Foods,263,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2886
FDG47,12.8,Low Fat,0.070,Starchy Foods,262,OUT035,2004,Small,Tier 2,Supermarket,Type1,4984
FDG47,12.8,Low Fat,0.117,Starchy Foods,261,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,262
FDG50,7.405,Low Fat,0.015,Canned,93,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1186
FDG50,7.405,Low Fat,0.026,Canned,90,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,182
FDG50,7.405,Low Fat,0.015,Canned,92,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1459
FDG50,7.405,Low Fat,0.015,Canned,90,OUT046,1997,Small,Tier 1,Supermarket,Type1,1551
FDG50,7.405,Low Fat,0.015,Canned,90,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2189
FDG50,7.405,Low Fat,0.015,Canned,91,OUT013,1987,High,Tier 3,Supermarket,Type1,730
FDG50,7.405,Low Fat,0.015,Canned,90,OUT049,1999,Medium,Tier 1,Supermarket,Type1,547
FDG52,13.65,Low Fat,0.066,Frozen Foods,46,OUT049,1999,Medium,Tier 1,Supermarket,Type1,781
FDG52,13.65,Low Fat,0.066,Frozen Foods,48,OUT013,1987,High,Tier 3,Supermarket,Type1,643
FDG52,13.65,Low Fat,0.066,Frozen Foods,46,OUT018,2009,Medium,Tier 3,Supermarket,Type2,459
FDG52,13.65,Low Fat,0.065,Frozen Foods,47,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1516
FDG52,13.65,Low Fat,0.066,Frozen Foods,48,OUT035,2004,Small,Tier 2,Supermarket,Type1,459
FDG53,10,Low Fat,0.046,Frozen Foods,139,OUT013,1987,High,Tier 3,Supermarket,Type1,1398
FDG53,10,Low Fat,0.046,Frozen Foods,141,OUT018,2009,Medium,Tier 3,Supermarket,Type2,2377
FDG53,10,Low Fat,0.046,Frozen Foods,138,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1957
FDG53,10,Low Fat,0.046,Frozen Foods,139,OUT035,2004,Small,Tier 2,Supermarket,Type1,2237
FDG53,10,Low Fat,0.046,Frozen Foods,142,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,839
FDG53,10,Low Fat,0.077,Frozen Foods,142,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,140
FDG56,13.3,Regular,0.071,Fruits and Vegetables,61,OUT035,2004,Small,Tier 2,Supermarket,Type1,1899
FDG56,13.3,Regular,0.072,Fruits and Vegetables,63,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1348
FDG56,13.3,Regular,0.071,Fruits and Vegetables,61,OUT013,1987,High,Tier 3,Supermarket,Type1,1593
FDG56,13.3,Regular,0.071,Fruits and Vegetables,61,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2144
FDG56,13.3,Regular,0.072,Fruits and Vegetables,60,OUT018,2009,Medium,Tier 3,Supermarket,Type2,919
FDG56,13.3,Regular,0.072,Fruits and Vegetables,61,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,919
FDG57,14.7,Low Fat,0.072,Fruits and Vegetables,48,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1021
FDG57,14.7,Low Fat,0.072,Fruits and Vegetables,48,OUT046,1997,Small,Tier 1,Supermarket,Type1,875
FDG57,14.7,Low Fat,0.073,Fruits and Vegetables,49,OUT018,2009,Medium,Tier 3,Supermarket,Type2,875
FDG57,14.7,Low Fat,0.073,Fruits and Vegetables,50,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,292
FDG57,14.7,Low Fat,0.072,Fruits and Vegetables,49,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,194
FDG57,14.7,Low Fat,0.072,Fruits and Vegetables,48,OUT013,1987,High,Tier 3,Supermarket,Type1,972
FDG57,14.7,Low Fat,0.072,Fruits and Vegetables,50,OUT035,2004,Small,Tier 2,Supermarket,Type1,632
FDG57,14.7,Low Fat,0.121,Fruits and Vegetables,49,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,194
FDG58,10.695,Regular,0.145,Snack Foods,157,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,467
FDG58,10.695,Regular,0.087,Snack Foods,157,OUT035,2004,Small,Tier 2,Supermarket,Type1,3428
FDG58,10.695,Regular,0.087,Snack Foods,154,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2025
FDG58,10.695,Regular,0.000,Snack Foods,156,OUT046,1997,Small,Tier 1,Supermarket,Type1,1870
FDG59,15.85,Low Fat,0.043,Starchy Foods,37,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,309
FDG59,15.85,Low Fat,0.043,Starchy Foods,38,OUT035,2004,Small,Tier 2,Supermarket,Type1,270
FDG59,15.85,Low Fat,0.043,Starchy Foods,38,OUT046,1997,Small,Tier 1,Supermarket,Type1,541
FDG59,15.85,Low Fat,0.043,Starchy Foods,40,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1004
FDG59,15.85,Low Fat,0.043,Starchy Foods,39,OUT018,2009,Medium,Tier 3,Supermarket,Type2,154
FDG59,15.85,Low Fat,0.043,Starchy Foods,38,OUT027,1985,Medium,Tier 3,Supermarket,Type3,811
FDG60,15.85,Low Fat,0.060,Baking Goods,235,OUT027,1985,Medium,Tier 3,Supermarket,Type3,6796
FDG60,20.35,Low Fat,0.061,Baking Goods,233,OUT046,1997,Small,Tier 1,Supermarket,Type1,6093
FDG60,20.35,Low Fat,0.061,Baking Goods,233,OUT013,1987,High,Tier 3,Supermarket,Type1,2812
FDG60,20.35,Low Fat,0.061,Baking Goods,234,OUT049,1999,Medium,Tier 1,Supermarket,Type1,2578
FDG60,20.35,Low Fat,0.061,Baking Goods,234,OUT035,2004,Small,Tier 2,Supermarket,Type1,4687
FDH02,7.27,Regular,0.021,Canned,89,OUT013,1987,High,Tier 3,Supermarket,Type1,181
FDH02,7.27,Regular,0.021,Canned,90,OUT018,2009,Medium,Tier 3,Supermarket,Type2,815
FDH02,7.27,Regular,0.021,Canned,92,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,815
FDH02,7.27,Regular,0.000,Canned,92,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2716
FDH02,7.27,Regular,0.021,Canned,92,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,996
FDH04,6.115,Regular,0.011,Frozen Foods,92,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1358
FDH04,6.115,Regular,0.011,Frozen Foods,90,OUT046,1997,Small,Tier 1,Supermarket,Type1,1268
FDH04,6.115,Regular,0.011,Frozen Foods,91,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1630
FDH04,6.115,Regular,0.020,Frozen Foods,91,OUT019,1985,Small,Tier 1,Grocery Store,Type4,272
FDH05,14.35,Regular,0.091,Frozen Foods,234,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1854
FDH05,14.35,Regular,0.091,Frozen Foods,232,OUT049,1999,Medium,Tier 1,Supermarket,Type1,4634
FDH05,14.35,Regular,0.090,Frozen Foods,230,OUT027,1985,Medium,Tier 3,Supermarket,Type3,6024
FDH05,14.35,Regular,0.091,Frozen Foods,233,OUT018,2009,Medium,Tier 3,Supermarket,Type2,2317
FDH05,14.35,Regular,0.091,Frozen Foods,231,OUT046,1997,Small,Tier 1,Supermarket,Type1,3244
FDH05,14.35,Regular,0.091,Frozen Foods,231,OUT035,2004,Small,Tier 2,Supermarket,Type1,6024
FDH08,7.51,Low Fat,0.017,Fruits and Vegetables,230,OUT046,1997,Small,Tier 1,Supermarket,Type1,6202
FDH08,7.51,Low Fat,0.031,Fruits and Vegetables,228,OUT019,1985,Small,Tier 1,Grocery Store,Type4,459
FDH08,7.51,Low Fat,0.017,Fruits and Vegetables,228,OUT035,2004,Small,Tier 2,Supermarket,Type1,459
FDH08,7.51,Low Fat,0.017,Fruits and Vegetables,231,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5283
FDH09,12.6,Low Fat,0.056,Seafood,51,OUT035,2004,Small,Tier 2,Supermarket,Type1,473
FDH09,12.6,Low Fat,0.056,Seafood,51,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,473
FDH09,12.6,Low Fat,0.056,Seafood,52,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1210
FDH09,12.6,Low Fat,0.056,Seafood,53,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,736
FDH09,12.6,Low Fat,0.056,Seafood,52,OUT049,1999,Medium,Tier 1,Supermarket,Type1,473
FDH10,21,Low Fat,0.049,Snack Foods,195,OUT013,1987,High,Tier 3,Supermarket,Type1,1550
FDH10,21,Low Fat,0.050,Snack Foods,194,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1162
FDH10,21,Low Fat,0.083,Snack Foods,192,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,775
FDH10,21,Low Fat,0.086,Snack Foods,193,OUT019,1985,Small,Tier 1,Grocery Store,Type4,387
FDH10,21,Low Fat,0.049,Snack Foods,192,OUT027,1985,Medium,Tier 3,Supermarket,Type3,8912
FDH10,21,Low Fat,0.050,Snack Foods,195,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1162
FDH10,21,Low Fat,0.049,Snack Foods,194,OUT035,2004,Small,Tier 2,Supermarket,Type1,969
FDH10,21,Low Fat,0.049,Snack Foods,193,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1550
FDH12,9.6,Low Fat,0.085,Baking Goods,107,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1278
FDH12,9.6,Low Fat,0.085,Baking Goods,105,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1065
FDH12,9.6,Low Fat,0.149,Baking Goods,107,OUT019,1985,Small,Tier 1,Grocery Store,Type4,320
FDH12,9.6,Low Fat,0.085,Baking Goods,105,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2557
FDH14,17.1,Regular,0.047,Canned,141,OUT013,1987,High,Tier 3,Supermarket,Type1,2248
FDH14,17.1,Regular,0.047,Canned,141,OUT046,1997,Small,Tier 1,Supermarket,Type1,1405
FDH14,17.1,Regular,0.047,Canned,141,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1686
FDH14,17.1,Regular,0.047,Canned,142,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2529
FDH14,17.1,Regular,0.047,Canned,139,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2950
FDH14,17.1,Regular,0.082,Canned,142,OUT019,1985,Small,Tier 1,Grocery Store,Type4,281
FDH14,17.1,Regular,0.078,Canned,142,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,281
FDH16,10.5,Low Fat,0.053,Frozen Foods,89,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2067
FDH16,10.5,Low Fat,0.053,Frozen Foods,89,OUT049,1999,Medium,Tier 1,Supermarket,Type1,809
FDH16,10.5,Low Fat,0.053,Frozen Foods,91,OUT013,1987,High,Tier 3,Supermarket,Type1,1258
FDH16,10.5,Low Fat,0.053,Frozen Foods,90,OUT046,1997,Small,Tier 1,Supermarket,Type1,989
FDH16,10.5,Low Fat,0.052,Frozen Foods,88,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2157
FDH17,16.2,Regular,0.017,Frozen Foods,97,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1077
FDH17,16.2,Regular,0.017,Frozen Foods,99,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1272
FDH17,16.2,Regular,0.029,Frozen Foods,97,OUT019,1985,Small,Tier 1,Grocery Store,Type4,294
FDH17,16.2,Regular,0.017,Frozen Foods,97,OUT046,1997,Small,Tier 1,Supermarket,Type1,2055
FDH17,16.2,Regular,0.017,Frozen Foods,96,OUT049,1999,Medium,Tier 1,Supermarket,Type1,2740
FDH17,16.2,Regular,0.017,Frozen Foods,96,OUT013,1987,High,Tier 3,Supermarket,Type1,1077
FDH17,16.2,Regular,0.017,Frozen Foods,97,OUT035,2004,Small,Tier 2,Supermarket,Type1,1174
FDH19,19.35,Low Fat,0.033,Meat,173,OUT035,2004,Small,Tier 2,Supermarket,Type1,4866
FDH19,19.35,Low Fat,0.033,Meat,173,OUT027,1985,Medium,Tier 3,Supermarket,Type3,7298
FDH19,19.35,Low Fat,0.033,Meat,175,OUT046,1997,Small,Tier 1,Supermarket,Type1,521
FDH19,19.35,Low Fat,0.033,Meat,172,OUT013,1987,High,Tier 3,Supermarket,Type1,1912
FDH19,19.35,Low Fat,0.058,Meat,175,OUT019,1985,Small,Tier 1,Grocery Store,Type4,348
FDH19,19.35,Low Fat,0.033,Meat,174,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2433
FDH19,19.35,Low Fat,0.033,Meat,172,OUT018,2009,Medium,Tier 3,Supermarket,Type2,3302
FDH20,16.1,Regular,0.025,Fruits and Vegetables,95,OUT013,1987,High,Tier 3,Supermarket,Type1,3089
FDH20,16.1,Regular,0.025,Fruits and Vegetables,95,OUT035,2004,Small,Tier 2,Supermarket,Type1,2220
FDH20,16.1,Regular,0.025,Fruits and Vegetables,97,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1255
FDH20,16.1,Regular,0.025,Fruits and Vegetables,97,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1448
FDH20,16.1,Regular,0.025,Fruits and Vegetables,98,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1255
FDH20,16.1,Regular,0.000,Fruits and Vegetables,98,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,869
FDH21,10.395,Low Fat,0.031,Seafood,160,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1268
FDH21,10.395,Low Fat,0.055,Seafood,159,OUT019,1985,Small,Tier 1,Grocery Store,Type4,317
FDH21,10.395,Low Fat,0.031,Seafood,157,OUT035,2004,Small,Tier 2,Supermarket,Type1,4595
FDH21,10.395,Low Fat,0.031,Seafood,158,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5705
FDH21,10.395,Low Fat,0.052,Seafood,158,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,158
FDH21,10.395,Low Fat,0.031,Seafood,160,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2852
FDH21,10.395,Low Fat,0.031,Seafood,159,OUT013,1987,High,Tier 3,Supermarket,Type1,317
FDH22,6.405,Low Fat,0.136,Snack Foods,128,OUT035,2004,Small,Tier 2,Supermarket,Type1,1017
FDH22,6.405,Low Fat,0.137,Snack Foods,129,OUT049,1999,Medium,Tier 1,Supermarket,Type1,3052
FDH24,20.7,Low Fat,0.021,Baking Goods,157,OUT035,2004,Small,Tier 2,Supermarket,Type1,1571
FDH24,20.7,Low Fat,0.021,Baking Goods,157,OUT049,1999,Medium,Tier 1,Supermarket,Type1,3928
FDH24,20.7,Low Fat,0.021,Baking Goods,157,OUT046,1997,Small,Tier 1,Supermarket,Type1,2200
FDH24,20.7,Low Fat,0.022,Baking Goods,157,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2985
FDH24,20.7,Low Fat,0.022,Baking Goods,158,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1571
FDH26,19.25,Regular,0.035,Canned,142,OUT046,1997,Small,Tier 1,Supermarket,Type1,4093
FDH26,19.25,Regular,0.035,Canned,142,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2400
FDH26,19.25,Regular,0.035,Canned,140,OUT035,2004,Small,Tier 2,Supermarket,Type1,1553
FDH26,19.25,Regular,0.035,Canned,142,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1976
FDH26,19.25,Regular,0.035,Canned,142,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,988
FDH26,19.25,Regular,0.035,Canned,141,OUT018,2009,Medium,Tier 3,Supermarket,Type2,282
FDH26,19.25,Regular,0.035,Canned,142,OUT013,1987,High,Tier 3,Supermarket,Type1,2400
FDH27,7.075,Low Fat,0.059,Dairy,143,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1870
FDH27,7.075,Low Fat,0.058,Dairy,142,OUT046,1997,Small,Tier 1,Supermarket,Type1,3164
FDH27,7.075,Low Fat,0.059,Dairy,142,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2589
FDH27,7.075,Low Fat,0.058,Dairy,143,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1151
FDH27,7.075,Low Fat,0.098,Dairy,142,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,144
FDH27,7.075,Low Fat,0.058,Dairy,146,OUT013,1987,High,Tier 3,Supermarket,Type1,1726
FDH27,7.075,Low Fat,0.058,Dairy,145,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1870
FDH27,7.075,Low Fat,0.102,Dairy,145,OUT019,1985,Small,Tier 1,Grocery Store,Type4,144
FDH28,15.85,Regular,0.110,Frozen Foods,37,OUT046,1997,Small,Tier 1,Supermarket,Type1,266
FDH28,15.85,Regular,0.193,Frozen Foods,37,OUT019,1985,Small,Tier 1,Grocery Store,Type4,38
FDH28,15.85,Regular,0.111,Frozen Foods,37,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,759
FDH28,15.85,Regular,0.110,Frozen Foods,40,OUT049,1999,Medium,Tier 1,Supermarket,Type1,721
FDH28,15.85,Regular,0.110,Frozen Foods,39,OUT035,2004,Small,Tier 2,Supermarket,Type1,342
FDH28,15.85,Regular,0.110,Frozen Foods,37,OUT018,2009,Medium,Tier 3,Supermarket,Type2,531
FDH28,15.85,Regular,0.000,Frozen Foods,37,OUT027,1985,Medium,Tier 3,Supermarket,Type3,987
FDH28,15.85,Regular,0.110,Frozen Foods,37,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,342
FDH31,12,Regular,0.020,Meat,98,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1587
FDH31,12,Regular,0.000,Meat,98,OUT019,1985,Small,Tier 1,Grocery Store,Type4,198
FDH31,12,Regular,0.020,Meat,99,OUT046,1997,Small,Tier 1,Supermarket,Type1,1091
FDH31,12,Regular,0.020,Meat,98,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2778
FDH31,12,Regular,0.020,Meat,100,OUT035,2004,Small,Tier 2,Supermarket,Type1,595
FDH32,12.8,Low Fat,0.076,Fruits and Vegetables,95,OUT046,1997,Small,Tier 1,Supermarket,Type1,869
FDH32,12.8,Low Fat,0.076,Fruits and Vegetables,98,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2220
FDH32,12.8,Low Fat,0.076,Fruits and Vegetables,97,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1834
FDH32,12.8,Low Fat,0.076,Fruits and Vegetables,97,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1448
FDH32,12.8,Low Fat,0.076,Fruits and Vegetables,97,OUT013,1987,High,Tier 3,Supermarket,Type1,2800
FDH32,12.8,Low Fat,0.076,Fruits and Vegetables,97,OUT035,2004,Small,Tier 2,Supermarket,Type1,3765
FDH33,12.85,Low Fat,0.122,Snack Foods,46,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1274
FDH33,12.85,Low Fat,0.213,Snack Foods,45,OUT019,1985,Small,Tier 1,Grocery Store,Type4,176
FDH33,12.85,Low Fat,0.000,Snack Foods,44,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1362
FDH33,12.85,Low Fat,0.122,Snack Foods,43,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,703
FDH33,12.85,Low Fat,0.122,Snack Foods,43,OUT035,2004,Small,Tier 2,Supermarket,Type1,703
FDH33,12.85,Low Fat,0.122,Snack Foods,43,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,703
FDH33,12.85,Low Fat,0.122,Snack Foods,44,OUT049,1999,Medium,Tier 1,Supermarket,Type1,615
FDH33,12.85,Low Fat,0.122,Snack Foods,45,OUT046,1997,Small,Tier 1,Supermarket,Type1,527
FDH34,8.63,Low Fat,0.031,Snack Foods,186,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3901
FDH34,8.63,Low Fat,0.031,Snack Foods,184,OUT049,1999,Medium,Tier 1,Supermarket,Type1,5387
FDH34,8.63,Low Fat,0.031,Snack Foods,186,OUT046,1997,Small,Tier 1,Supermarket,Type1,3529
FDH34,8.63,Low Fat,0.031,Snack Foods,187,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3715
FDH34,8.63,Low Fat,0.054,Snack Foods,185,OUT019,1985,Small,Tier 1,Grocery Store,Type4,186
FDH35,18.25,Low Fat,0.000,Starchy Foods,165,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,4605
FDH35,18.25,Low Fat,0.060,Starchy Foods,165,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5262
FDH35,18.25,Low Fat,0.060,Starchy Foods,163,OUT013,1987,High,Tier 3,Supermarket,Type1,1151
FDH35,18.25,Low Fat,0.101,Starchy Foods,166,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,164
FDH35,18.25,Low Fat,0.061,Starchy Foods,163,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,987
FDH35,18.25,Low Fat,0.060,Starchy Foods,166,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1645
FDH38,6.425,Low Fat,0.010,Canned,118,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2812
FDH38,6.425,Low Fat,0.010,Canned,116,OUT046,1997,Small,Tier 1,Supermarket,Type1,1758
FDH38,6.425,Low Fat,0.010,Canned,116,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1406
FDH38,6.425,Low Fat,0.010,Canned,117,OUT018,2009,Medium,Tier 3,Supermarket,Type2,2461
FDH38,6.425,Low Fat,0.010,Canned,116,OUT035,2004,Small,Tier 2,Supermarket,Type1,3750
FDH38,6.425,Low Fat,0.018,Canned,115,OUT019,1985,Small,Tier 1,Grocery Store,Type4,117
FDH40,11.6,Regular,0.079,Frozen Foods,80,OUT046,1997,Small,Tier 1,Supermarket,Type1,1137
FDH40,11.6,Regular,0.079,Frozen Foods,79,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1381
FDH40,11.6,Regular,0.079,Frozen Foods,79,OUT018,2009,Medium,Tier 3,Supermarket,Type2,650
FDH40,11.6,Regular,0.079,Frozen Foods,82,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1949
FDH40,11.6,Regular,0.079,Frozen Foods,83,OUT013,1987,High,Tier 3,Supermarket,Type1,1543
FDH40,11.6,Regular,0.132,Frozen Foods,82,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,244
FDH41,9,Low Fat,0.082,Frozen Foods,213,OUT046,1997,Small,Tier 1,Supermarket,Type1,1935
FDH41,9,Low Fat,0.082,Frozen Foods,214,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1720
FDH41,9,Low Fat,0.082,Frozen Foods,216,OUT035,2004,Small,Tier 2,Supermarket,Type1,4301
FDH41,9,Low Fat,0.082,Frozen Foods,215,OUT013,1987,High,Tier 3,Supermarket,Type1,3441
FDH41,9,Low Fat,0.144,Frozen Foods,214,OUT019,1985,Small,Tier 1,Grocery Store,Type4,430
FDH41,9,Low Fat,0.082,Frozen Foods,215,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5806
FDH44,19.1,Regular,0.043,Fruits and Vegetables,148,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,294
FDH44,19.1,Regular,0.026,Fruits and Vegetables,147,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1766
FDH44,19.1,Regular,0.026,Fruits and Vegetables,148,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3090
FDH44,19.1,Regular,0.026,Fruits and Vegetables,148,OUT035,2004,Small,Tier 2,Supermarket,Type1,1471
FDH44,19.1,Regular,0.026,Fruits and Vegetables,146,OUT046,1997,Small,Tier 1,Supermarket,Type1,883
FDH44,19.1,Regular,0.026,Fruits and Vegetables,148,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,3826
FDH45,15.1,Regular,0.106,Fruits and Vegetables,43,OUT035,2004,Small,Tier 2,Supermarket,Type1,949
FDH45,15.1,Regular,0.106,Fruits and Vegetables,43,OUT018,2009,Medium,Tier 3,Supermarket,Type2,124
FDH45,15.1,Regular,0.106,Fruits and Vegetables,42,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,454
FDH45,15.1,Regular,0.185,Fruits and Vegetables,42,OUT019,1985,Small,Tier 1,Grocery Store,Type4,124
FDH45,15.1,Regular,0.106,Fruits and Vegetables,42,OUT046,1997,Small,Tier 1,Supermarket,Type1,495
FDH45,15.1,Regular,0.106,Fruits and Vegetables,42,OUT049,1999,Medium,Tier 1,Supermarket,Type1,784
